Ages,Gender,Height,Weight,Activity Level,Dietary Preference,BMI,Obesity Level,Goal
59,Male,171,82,Lightly Active,Vegetarian,28.04,overweight,loss_weight
22,Female,158,62,Lightly Active,Vegetarian,24.84,healthy weight,mainten_weight
44,Male,155,119,Sedentary,Vegan,49.53,severely obese,loss_weight
24,Male,173,74,Lightly Active,Omnivore,24.73,healthy weight,mainten_weight
41,Male,177,57,Lightly Active,Omnivore,18.19,underweight,gain_weight
39,Female,192,55,Sedentary,Omnivore,14.92,underweight,gain_weight
52,Female,165,75,Very Active,Vegetarian,27.55,overweight,loss_weight
47,Female,170,104,Very Active,Pescatarian,35.99,obese,loss_weight
54,Female,186,116,Very Active,Pescatarian,33.53,obese,loss_weight
25,Female,150,53,Lightly Active,Vegan,23.56,healthy weight,mainten_weight
51,Female,174,93,Sedentary,Pescatarian,30.72,obese,loss_weight
79,Female,181,61,Sedentary,Pescatarian,18.62,healthy weight,mainten_weight
62,Male,169,75,Sedentary,Vegan,26.26,overweight,loss_weight
32,Male,154,64,Very Active,Omnivore,26.99,overweight,loss_weight
75,Male,153,80,Very Active,Omnivore,34.17,obese,loss_weight
37,Male,181,100,Very Active,Pescatarian,30.52,obese,loss_weight
31,Male,196,50,Very Active,Vegan,13.02,underweight,gain_weight
53,Male,154,63,Moderately Active,Pescatarian,26.56,overweight,loss_weight
71,Female,159,50,Lightly Active,Pescatarian,19.78,healthy weight,mainten_weight
71,Female,190,111,Lightly Active,Vegetarian,30.75,obese,loss_weight
21,Male,159,61,Moderately Active,Vegetarian,24.13,healthy weight,mainten_weight
28,Male,172,60,Lightly Active,Vegetarian,20.28,healthy weight,mainten_weight
36,Male,186,62,Sedentary,Vegetarian,17.92,underweight,gain_weight
48,Male,151,94,Very Active,Vegan,41.23,severely obese,loss_weight
68,Male,174,103,Lightly Active,Pescatarian,34.02,obese,loss_weight
75,Female,185,51,Very Active,Pescatarian,14.9,underweight,gain_weight
43,Female,161,95,Sedentary,Vegetarian,36.65,obese,loss_weight
21,Female,181,97,Lightly Active,Pescatarian,29.61,overweight,loss_weight
31,Female,186,111,Very Active,Pescatarian,32.08,obese,loss_weight
33,Male,184,78,Very Active,Vegan,23.04,healthy weight,mainten_weight
41,Male,155,84,Moderately Active,Vegetarian,34.96,obese,loss_weight
72,Female,180,67,Lightly Active,Pescatarian,20.68,healthy weight,mainten_weight
71,Female,160,110,Lightly Active,Vegan,42.97,severely obese,loss_weight
71,Male,158,87,Sedentary,Omnivore,34.85,obese,loss_weight
76,Male,166,92,Very Active,Vegan,33.39,obese,loss_weight
21,Female,175,65,Lightly Active,Vegan,21.22,healthy weight,mainten_weight
46,Male,191,114,Moderately Active,Pescatarian,31.25,obese,loss_weight
27,Female,166,79,Sedentary,Vegan,28.67,overweight,loss_weight
27,Male,154,73,Sedentary,Vegetarian,30.78,obese,loss_weight
49,Female,152,111,Lightly Active,Pescatarian,48.04,severely obese,loss_weight
25,Male,153,90,Very Active,Vegan,38.45,obese,loss_weight
55,Male,174,71,Sedentary,Omnivore,23.45,healthy weight,mainten_weight
73,Female,157,70,Very Active,Vegetarian,28.4,overweight,loss_weight
41,Female,181,72,Moderately Active,Vegetarian,21.98,healthy weight,mainten_weight
55,Female,190,115,Moderately Active,Omnivore,31.86,obese,loss_weight
29,Female,198,77,Sedentary,Omnivore,19.64,healthy weight,mainten_weight
39,Female,173,52,Sedentary,Vegan,17.37,underweight,gain_weight
56,Female,152,51,Sedentary,Pescatarian,22.07,healthy weight,mainten_weight
44,Female,194,50,Moderately Active,Omnivore,13.29,underweight,gain_weight
40,Female,174,84,Moderately Active,Pescatarian,27.74,overweight,loss_weight
35,Female,179,118,Moderately Active,Pescatarian,36.83,obese,loss_weight
57,Male,154,50,Sedentary,Omnivore,21.08,healthy weight,mainten_weight
53,Female,173,60,Lightly Active,Omnivore,20.05,healthy weight,mainten_weight
21,Female,154,112,Lightly Active,Pescatarian,47.23,severely obese,loss_weight
64,Male,178,90,Lightly Active,Pescatarian,28.41,overweight,loss_weight
52,Female,168,86,Sedentary,Vegetarian,30.47,obese,loss_weight
28,Female,156,101,Moderately Active,Vegetarian,41.5,severely obese,loss_weight
50,Male,156,93,Sedentary,Vegan,38.21,obese,loss_weight
30,Male,186,55,Moderately Active,Vegetarian,15.9,underweight,gain_weight
73,Female,152,61,Very Active,Vegan,26.4,overweight,loss_weight
44,Male,197,71,Moderately Active,Pescatarian,18.29,underweight,gain_weight
36,Male,179,75,Moderately Active,Vegetarian,23.41,healthy weight,mainten_weight
35,Male,152,107,Sedentary,Vegetarian,46.31,severely obese,loss_weight
77,Female,162,55,Moderately Active,Vegan,20.96,healthy weight,mainten_weight
54,Male,153,103,Sedentary,Vegan,44.0,severely obese,loss_weight
18,Male,183,80,Sedentary,Vegan,23.89,healthy weight,mainten_weight
63,Male,174,101,Very Active,Vegan,33.36,obese,loss_weight
61,Male,178,74,Sedentary,Vegan,23.36,healthy weight,mainten_weight
37,Male,196,70,Sedentary,Vegetarian,18.22,underweight,gain_weight
26,Female,185,90,Moderately Active,Omnivore,26.3,overweight,loss_weight
31,Female,160,59,Moderately Active,Vegan,23.05,healthy weight,mainten_weight
45,Female,157,70,Moderately Active,Vegetarian,28.4,overweight,loss_weight
23,Female,192,92,Very Active,Pescatarian,24.96,healthy weight,mainten_weight
20,Male,182,92,Sedentary,Vegan,27.77,overweight,loss_weight
51,Male,158,68,Very Active,Vegan,27.24,overweight,loss_weight
75,Female,191,86,Sedentary,Pescatarian,23.57,healthy weight,mainten_weight
25,Male,197,109,Very Active,Vegan,28.09,overweight,loss_weight
70,Female,151,116,Very Active,Pescatarian,50.87,severely obese,loss_weight
72,Male,191,69,Very Active,Pescatarian,18.91,healthy weight,mainten_weight
77,Female,196,60,Moderately Active,Omnivore,15.62,underweight,gain_weight
60,Female,175,105,Moderately Active,Omnivore,34.29,obese,loss_weight
22,Male,168,72,Moderately Active,Pescatarian,25.51,overweight,loss_weight
72,Female,169,111,Lightly Active,Pescatarian,38.86,obese,loss_weight
43,Female,169,62,Moderately Active,Pescatarian,21.71,healthy weight,mainten_weight
45,Female,174,53,Very Active,Omnivore,17.51,underweight,gain_weight
37,Male,178,112,Moderately Active,Vegetarian,35.35,obese,loss_weight
75,Male,185,108,Lightly Active,Vegetarian,31.56,obese,loss_weight
63,Female,199,97,Moderately Active,Vegetarian,24.49,healthy weight,mainten_weight
41,Male,154,100,Moderately Active,Pescatarian,42.17,severely obese,loss_weight
23,Male,151,61,Lightly Active,Omnivore,26.75,overweight,loss_weight
20,Female,199,94,Lightly Active,Omnivore,23.74,healthy weight,mainten_weight
61,Male,184,70,Very Active,Pescatarian,20.68,healthy weight,mainten_weight
66,Male,188,53,Sedentary,Vegan,15.0,underweight,gain_weight
38,Female,183,113,Very Active,Pescatarian,33.74,obese,loss_weight
47,Female,157,91,Moderately Active,Vegan,36.92,obese,loss_weight
50,Male,191,111,Moderately Active,Vegan,30.43,obese,loss_weight
57,Female,187,103,Moderately Active,Omnivore,29.45,overweight,loss_weight
53,Female,177,91,Moderately Active,Vegetarian,29.05,overweight,loss_weight
41,Female,185,78,Very Active,Pescatarian,22.79,healthy weight,mainten_weight
73,Male,186,62,Sedentary,Pescatarian,17.92,underweight,gain_weight
53,Female,194,114,Moderately Active,Vegetarian,30.29,obese,loss_weight
37,Female,155,101,Lightly Active,Pescatarian,42.04,severely obese,loss_weight
63,Female,196,85,Lightly Active,Vegan,22.13,healthy weight,mainten_weight
58,Male,190,95,Sedentary,Pescatarian,26.32,overweight,loss_weight
23,Male,170,74,Lightly Active,Vegetarian,25.61,overweight,loss_weight
77,Male,152,57,Moderately Active,Vegan,24.67,healthy weight,mainten_weight
70,Female,191,99,Moderately Active,Vegan,27.14,overweight,loss_weight
49,Male,164,77,Lightly Active,Vegan,28.63,overweight,loss_weight
30,Female,176,118,Sedentary,Pescatarian,38.09,obese,loss_weight
59,Female,151,87,Lightly Active,Vegan,38.16,obese,loss_weight
66,Male,186,117,Moderately Active,Vegetarian,33.82,obese,loss_weight
63,Male,191,88,Sedentary,Vegetarian,24.12,healthy weight,mainten_weight
73,Male,151,75,Moderately Active,Pescatarian,32.89,obese,loss_weight
46,Female,152,99,Lightly Active,Omnivore,42.85,severely obese,loss_weight
76,Female,172,109,Moderately Active,Vegetarian,36.84,obese,loss_weight
58,Female,185,57,Sedentary,Omnivore,16.65,underweight,gain_weight
29,Female,157,50,Sedentary,Omnivore,20.28,healthy weight,mainten_weight
52,Male,176,114,Lightly Active,Vegan,36.8,obese,loss_weight
68,Female,169,113,Lightly Active,Vegan,39.56,obese,loss_weight
54,Female,175,72,Lightly Active,Vegan,23.51,healthy weight,mainten_weight
18,Female,160,53,Moderately Active,Vegan,20.7,healthy weight,mainten_weight
49,Female,186,112,Moderately Active,Omnivore,32.37,obese,loss_weight
78,Male,193,58,Moderately Active,Vegetarian,15.57,underweight,gain_weight
76,Male,154,111,Sedentary,Vegan,46.8,severely obese,loss_weight
18,Female,170,52,Very Active,Pescatarian,17.99,underweight,gain_weight
73,Female,186,62,Moderately Active,Vegan,17.92,underweight,gain_weight
73,Female,153,110,Very Active,Vegetarian,46.99,severely obese,loss_weight
21,Female,153,116,Very Active,Vegetarian,49.55,severely obese,loss_weight
50,Female,166,104,Moderately Active,Pescatarian,37.74,obese,loss_weight
25,Female,181,75,Very Active,Vegan,22.89,healthy weight,mainten_weight
60,Female,164,69,Lightly Active,Vegan,25.65,overweight,loss_weight
71,Female,153,107,Very Active,Pescatarian,45.71,severely obese,loss_weight
41,Male,159,108,Lightly Active,Pescatarian,42.72,severely obese,loss_weight
56,Male,192,81,Lightly Active,Pescatarian,21.97,healthy weight,mainten_weight
69,Female,193,69,Lightly Active,Omnivore,18.52,healthy weight,mainten_weight
54,Female,167,87,Moderately Active,Pescatarian,31.2,obese,loss_weight
46,Male,192,75,Very Active,Pescatarian,20.35,healthy weight,mainten_weight
19,Male,160,119,Moderately Active,Pescatarian,46.48,severely obese,loss_weight
33,Female,158,84,Lightly Active,Vegan,33.65,obese,loss_weight
39,Female,163,52,Sedentary,Vegan,19.57,healthy weight,mainten_weight
53,Male,174,67,Sedentary,Vegetarian,22.13,healthy weight,mainten_weight
30,Male,172,115,Lightly Active,Vegetarian,38.87,obese,loss_weight
37,Female,155,90,Moderately Active,Omnivore,37.46,obese,loss_weight
32,Male,196,57,Sedentary,Omnivore,14.84,underweight,gain_weight
64,Female,162,118,Lightly Active,Vegan,44.96,severely obese,loss_weight
26,Female,157,96,Moderately Active,Vegetarian,38.95,obese,loss_weight
64,Male,185,62,Moderately Active,Omnivore,18.12,underweight,gain_weight
42,Female,167,99,Very Active,Omnivore,35.5,obese,loss_weight
44,Male,182,57,Moderately Active,Pescatarian,17.21,underweight,gain_weight
68,Male,188,83,Moderately Active,Omnivore,23.48,healthy weight,mainten_weight
34,Male,190,106,Sedentary,Vegetarian,29.36,overweight,loss_weight
41,Female,161,51,Very Active,Vegetarian,19.68,healthy weight,mainten_weight
48,Female,195,82,Lightly Active,Vegan,21.56,healthy weight,mainten_weight
58,Female,183,97,Lightly Active,Vegetarian,28.96,overweight,loss_weight
20,Female,162,74,Lightly Active,Omnivore,28.2,overweight,loss_weight
28,Female,157,53,Moderately Active,Vegan,21.5,healthy weight,mainten_weight
21,Male,178,117,Moderately Active,Vegetarian,36.93,obese,loss_weight
41,Female,169,60,Sedentary,Vegan,21.01,healthy weight,mainten_weight
39,Male,175,50,Lightly Active,Vegetarian,16.33,underweight,gain_weight
65,Female,185,88,Moderately Active,Pescatarian,25.71,overweight,loss_weight
68,Female,196,108,Sedentary,Pescatarian,28.11,overweight,loss_weight
61,Female,160,83,Moderately Active,Vegetarian,32.42,obese,loss_weight
64,Male,193,105,Moderately Active,Vegetarian,28.19,overweight,loss_weight
34,Female,182,115,Lightly Active,Vegan,34.72,obese,loss_weight
49,Male,167,56,Lightly Active,Vegetarian,20.08,healthy weight,mainten_weight
57,Female,152,50,Lightly Active,Omnivore,21.64,healthy weight,mainten_weight
71,Female,169,104,Sedentary,Omnivore,36.41,obese,loss_weight
58,Male,154,111,Sedentary,Omnivore,46.8,severely obese,loss_weight
40,Female,164,68,Moderately Active,Omnivore,25.28,overweight,loss_weight
26,Female,156,55,Lightly Active,Omnivore,22.6,healthy weight,mainten_weight
42,Male,158,100,Very Active,Pescatarian,40.06,severely obese,loss_weight
43,Female,158,74,Sedentary,Omnivore,29.64,overweight,loss_weight
27,Female,191,66,Moderately Active,Vegetarian,18.09,underweight,gain_weight
41,Male,196,82,Lightly Active,Vegan,21.35,healthy weight,mainten_weight
71,Female,199,50,Very Active,Vegetarian,12.63,underweight,gain_weight
78,Female,168,77,Very Active,Vegan,27.28,overweight,loss_weight
56,Female,186,67,Very Active,Vegan,19.37,healthy weight,mainten_weight
71,Male,168,103,Lightly Active,Vegetarian,36.49,obese,loss_weight
35,Female,176,56,Sedentary,Vegan,18.08,underweight,gain_weight
39,Male,172,54,Moderately Active,Vegetarian,18.25,underweight,gain_weight
25,Male,194,77,Moderately Active,Vegan,20.46,healthy weight,mainten_weight
40,Male,190,76,Very Active,Vegan,21.05,healthy weight,mainten_weight
46,Male,190,62,Sedentary,Pescatarian,17.17,underweight,gain_weight
75,Male,174,50,Moderately Active,Omnivore,16.51,underweight,gain_weight
23,Female,160,50,Very Active,Vegan,19.53,healthy weight,mainten_weight
55,Female,150,67,Sedentary,Omnivore,29.78,overweight,loss_weight
41,Female,159,112,Sedentary,Vegetarian,44.3,severely obese,loss_weight
63,Female,176,90,Sedentary,Pescatarian,29.05,overweight,loss_weight
42,Female,156,60,Moderately Active,Pescatarian,24.65,healthy weight,mainten_weight
55,Female,171,71,Sedentary,Omnivore,24.28,healthy weight,mainten_weight
55,Female,197,85,Lightly Active,Vegan,21.9,healthy weight,mainten_weight
39,Female,153,80,Lightly Active,Vegan,34.17,obese,loss_weight
34,Male,170,92,Lightly Active,Vegetarian,31.83,obese,loss_weight
64,Male,186,57,Sedentary,Pescatarian,16.48,underweight,gain_weight
55,Female,197,87,Lightly Active,Vegan,22.42,healthy weight,mainten_weight
36,Female,153,57,Moderately Active,Pescatarian,24.35,healthy weight,mainten_weight
47,Male,161,103,Moderately Active,Pescatarian,39.74,obese,loss_weight
21,Female,185,69,Lightly Active,Vegan,20.16,healthy weight,mainten_weight
71,Male,158,66,Lightly Active,Vegetarian,26.44,overweight,loss_weight
56,Female,173,119,Sedentary,Omnivore,39.76,obese,loss_weight
33,Male,188,92,Lightly Active,Pescatarian,26.03,overweight,loss_weight
71,Female,154,69,Moderately Active,Pescatarian,29.09,overweight,loss_weight
62,Male,161,112,Sedentary,Omnivore,43.21,severely obese,loss_weight
29,Female,180,93,Very Active,Vegan,28.7,overweight,loss_weight
27,Female,157,75,Sedentary,Vegan,30.43,obese,loss_weight
37,Male,170,50,Lightly Active,Vegan,17.3,underweight,gain_weight
41,Male,165,70,Moderately Active,Vegan,25.71,overweight,loss_weight
31,Female,199,53,Lightly Active,Vegetarian,13.38,underweight,gain_weight
37,Male,189,119,Lightly Active,Omnivore,33.31,obese,loss_weight
62,Female,189,77,Very Active,Pescatarian,21.56,healthy weight,mainten_weight
59,Male,179,59,Sedentary,Pescatarian,18.41,underweight,gain_weight
21,Male,188,77,Very Active,Omnivore,21.79,healthy weight,mainten_weight
55,Male,196,51,Moderately Active,Vegan,13.28,underweight,gain_weight
25,Male,150,53,Very Active,Vegan,23.56,healthy weight,mainten_weight
36,Female,177,66,Moderately Active,Omnivore,21.07,healthy weight,mainten_weight
61,Female,169,67,Sedentary,Pescatarian,23.46,healthy weight,mainten_weight
57,Male,170,97,Sedentary,Vegan,33.56,obese,loss_weight
75,Male,197,112,Moderately Active,Omnivore,28.86,overweight,loss_weight
43,Male,176,91,Sedentary,Vegan,29.38,overweight,loss_weight
50,Female,193,115,Sedentary,Pescatarian,30.87,obese,loss_weight
23,Male,187,68,Moderately Active,Pescatarian,19.45,healthy weight,mainten_weight
73,Male,189,72,Sedentary,Vegan,20.16,healthy weight,mainten_weight
73,Female,157,82,Lightly Active,Pescatarian,33.27,obese,loss_weight
31,Male,168,96,Moderately Active,Vegan,34.01,obese,loss_weight
73,Male,177,100,Lightly Active,Vegetarian,31.92,obese,loss_weight
63,Male,182,84,Very Active,Vegetarian,25.36,overweight,loss_weight
39,Male,179,54,Very Active,Vegan,16.85,underweight,gain_weight
65,Male,175,91,Sedentary,Vegan,29.71,overweight,loss_weight
23,Female,183,101,Very Active,Omnivore,30.16,obese,loss_weight
34,Female,190,57,Very Active,Omnivore,15.79,underweight,gain_weight
70,Female,169,79,Sedentary,Omnivore,27.66,overweight,loss_weight
41,Female,159,108,Lightly Active,Vegetarian,42.72,severely obese,loss_weight
46,Male,164,106,Lightly Active,Vegan,39.41,obese,loss_weight
73,Female,177,93,Moderately Active,Pescatarian,29.68,overweight,loss_weight
27,Female,172,52,Very Active,Vegan,17.58,underweight,gain_weight
55,Male,160,85,Extremely Active,Omnivore,33.2,obese,loss_weight
19,Female,152,79,Lightly Active,Omnivore,34.19,obese,loss_weight
31,Female,184,92,Very Active,Vegan,27.17,overweight,loss_weight
69,Female,151,60,Sedentary,Vegan,26.31,overweight,loss_weight
39,Male,176,53,Extremely Active,Omnivore,17.11,underweight,gain_weight
26,Female,151,97,Moderately Active,Omnivore,42.54,severely obese,loss_weight
23,Female,161,61,Extremely Active,Vegan,23.53,healthy weight,mainten_weight
42,Female,169,93,Lightly Active,Omnivore,32.56,obese,loss_weight
61,Male,170,64,Extremely Active,Omnivore,22.15,healthy weight,mainten_weight
41,Male,152,54,Moderately Active,Omnivore,23.37,healthy weight,mainten_weight
32,Male,170,94,Sedentary,Vegan,32.53,obese,loss_weight
28,Female,188,65,Sedentary,Vegetarian,18.39,underweight,gain_weight
30,Male,164,59,Lightly Active,Omnivore,21.94,healthy weight,mainten_weight
65,Female,177,83,Moderately Active,Vegan,26.49,overweight,loss_weight
49,Male,163,60,Lightly Active,Vegetarian,22.58,healthy weight,mainten_weight
69,Female,193,96,Extremely Active,Vegan,25.77,overweight,loss_weight
21,Male,188,79,Extremely Active,Omnivore,22.35,healthy weight,mainten_weight
60,Female,160,53,Very Active,Omnivore,20.7,healthy weight,mainten_weight
30,Female,160,96,Extremely Active,Vegan,37.5,obese,loss_weight
27,Male,183,83,Moderately Active,Vegetarian,24.78,healthy weight,mainten_weight
70,Male,191,92,Moderately Active,Omnivore,25.22,overweight,loss_weight
56,Male,175,94,Sedentary,Omnivore,30.69,obese,loss_weight
58,Female,159,85,Extremely Active,Omnivore,33.62,obese,loss_weight
63,Male,180,64,Sedentary,Vegan,19.75,healthy weight,mainten_weight
33,Female,198,92,Very Active,Vegan,23.47,healthy weight,mainten_weight
59,Male,160,86,Lightly Active,Vegetarian,33.59,obese,loss_weight
36,Female,157,95,Sedentary,Vegan,38.54,obese,loss_weight
49,Female,150,56,Extremely Active,Omnivore,24.89,healthy weight,mainten_weight
19,Female,193,85,Very Active,Vegan,22.82,healthy weight,mainten_weight
45,Male,188,63,Moderately Active,Vegan,17.82,underweight,gain_weight
49,Female,152,61,Lightly Active,Vegan,26.4,overweight,loss_weight
45,Female,152,75,Very Active,Vegan,32.46,obese,loss_weight
45,Female,154,73,Lightly Active,Vegan,30.78,obese,loss_weight
38,Female,186,90,Extremely Active,Vegan,26.01,overweight,loss_weight
49,Female,197,65,Sedentary,Omnivore,16.75,underweight,gain_weight
57,Male,153,81,Very Active,Omnivore,34.6,obese,loss_weight
28,Male,199,97,Moderately Active,Omnivore,24.49,healthy weight,mainten_weight
42,Female,181,97,Very Active,Vegetarian,29.61,overweight,loss_weight
19,Female,190,67,Moderately Active,Omnivore,18.56,healthy weight,mainten_weight
56,Male,154,74,Very Active,Vegan,31.2,obese,loss_weight
39,Female,174,89,Extremely Active,Vegan,29.4,overweight,loss_weight
19,Female,189,57,Moderately Active,Vegan,15.96,underweight,gain_weight
49,Female,168,82,Sedentary,Vegan,29.05,overweight,loss_weight
28,Female,170,58,Lightly Active,Omnivore,20.07,healthy weight,mainten_weight
25,Female,198,76,Moderately Active,Vegetarian,19.39,healthy weight,mainten_weight
49,Female,192,60,Very Active,Vegan,16.28,underweight,gain_weight
27,Female,151,62,Extremely Active,Vegan,27.19,overweight,loss_weight
31,Female,191,90,Very Active,Vegetarian,24.67,healthy weight,mainten_weight
34,Male,192,50,Extremely Active,Vegan,13.56,underweight,gain_weight
46,Male,178,97,Extremely Active,Vegetarian,30.61,obese,loss_weight
43,Male,150,81,Very Active,Vegetarian,36.0,obese,loss_weight
51,Male,186,63,Lightly Active,Omnivore,18.21,underweight,gain_weight
42,Female,169,86,Very Active,Vegan,30.11,obese,loss_weight
34,Female,188,68,Extremely Active,Vegan,19.24,healthy weight,mainten_weight
30,Male,150,86,Very Active,Vegan,38.22,obese,loss_weight
39,Female,169,91,Extremely Active,Omnivore,31.86,obese,loss_weight
62,Female,162,72,Very Active,Vegan,27.43,overweight,loss_weight
61,Female,171,81,Sedentary,Vegetarian,27.7,overweight,loss_weight
65,Female,200,74,Moderately Active,Vegetarian,18.5,healthy weight,mainten_weight
19,Female,170,71,Very Active,Vegetarian,24.57,healthy weight,mainten_weight
34,Female,168,97,Sedentary,Omnivore,34.37,obese,loss_weight
61,Female,178,82,Lightly Active,Vegan,25.88,overweight,loss_weight
19,Male,181,57,Sedentary,Omnivore,17.4,underweight,gain_weight
57,Female,186,67,Very Active,Vegan,19.37,healthy weight,mainten_weight
63,Female,197,63,Extremely Active,Vegan,16.23,underweight,gain_weight
21,Female,189,67,Extremely Active,Omnivore,18.76,healthy weight,mainten_weight
43,Male,180,71,Extremely Active,Vegan,21.91,healthy weight,mainten_weight
34,Male,195,98,Extremely Active,Omnivore,25.77,overweight,loss_weight
56,Female,170,88,Lightly Active,Omnivore,30.45,obese,loss_weight
63,Male,156,70,Moderately Active,Vegetarian,28.76,overweight,loss_weight
36,Male,158,99,Sedentary,Vegetarian,39.66,obese,loss_weight
53,Female,156,96,Lightly Active,Vegetarian,39.45,obese,loss_weight
38,Male,192,85,Lightly Active,Omnivore,23.06,healthy weight,mainten_weight
23,Female,184,74,Moderately Active,Vegan,21.86,healthy weight,mainten_weight
49,Female,160,77,Lightly Active,Omnivore,30.08,obese,loss_weight
68,Male,152,53,Sedentary,Omnivore,22.94,healthy weight,mainten_weight
31,Female,172,78,Lightly Active,Vegan,26.37,overweight,loss_weight
42,Female,156,58,Sedentary,Omnivore,23.83,healthy weight,mainten_weight
58,Female,167,54,Sedentary,Omnivore,19.36,healthy weight,mainten_weight
24,Male,184,96,Moderately Active,Vegetarian,28.36,overweight,loss_weight
24,Female,170,85,Extremely Active,Vegan,29.41,overweight,loss_weight
23,Female,199,92,Moderately Active,Omnivore,23.23,healthy weight,mainten_weight
48,Male,157,75,Very Active,Vegan,30.43,obese,loss_weight
49,Female,158,50,Extremely Active,Vegetarian,20.03,healthy weight,mainten_weight
47,Female,183,62,Very Active,Vegan,18.51,healthy weight,mainten_weight
29,Male,188,93,Moderately Active,Vegan,26.31,overweight,loss_weight
50,Female,200,61,Very Active,Omnivore,15.25,underweight,gain_weight
59,Male,168,87,Moderately Active,Vegan,30.82,obese,loss_weight
56,Male,163,53,Sedentary,Vegan,19.95,healthy weight,mainten_weight
56,Male,196,61,Lightly Active,Vegan,15.88,underweight,gain_weight
31,Female,176,70,Very Active,Vegetarian,22.6,healthy weight,mainten_weight
70,Male,197,66,Extremely Active,Vegetarian,17.01,underweight,gain_weight
23,Male,164,92,Extremely Active,Vegan,34.21,obese,loss_weight
56,Female,164,61,Lightly Active,Omnivore,22.68,healthy weight,mainten_weight
21,Male,187,72,Lightly Active,Vegan,20.59,healthy weight,mainten_weight
23,Male,168,56,Extremely Active,Omnivore,19.84,healthy weight,mainten_weight
35,Female,159,61,Moderately Active,Vegan,24.13,healthy weight,mainten_weight
65,Female,150,77,Sedentary,Omnivore,34.22,obese,loss_weight
41,Female,172,88,Moderately Active,Vegan,29.75,overweight,loss_weight
70,Male,169,52,Moderately Active,Vegetarian,18.21,underweight,gain_weight
33,Female,184,64,Sedentary,Omnivore,18.9,healthy weight,mainten_weight
39,Female,198,52,Lightly Active,Vegetarian,13.26,underweight,gain_weight
47,Female,173,85,Sedentary,Vegan,28.4,overweight,loss_weight
36,Male,197,81,Very Active,Omnivore,20.87,healthy weight,mainten_weight
49,Male,175,80,Very Active,Vegetarian,26.12,overweight,loss_weight
54,Male,174,63,Very Active,Vegetarian,20.81,healthy weight,mainten_weight
65,Male,171,70,Lightly Active,Omnivore,23.94,healthy weight,mainten_weight
23,Male,196,91,Sedentary,Omnivore,23.69,healthy weight,mainten_weight
60,Male,200,73,Very Active,Vegetarian,18.25,underweight,gain_weight
52,Male,195,85,Lightly Active,Vegetarian,22.35,healthy weight,mainten_weight
36,Female,172,83,Moderately Active,Omnivore,28.06,overweight,loss_weight
67,Male,200,51,Extremely Active,Omnivore,12.75,underweight,gain_weight
59,Female,186,83,Sedentary,Vegetarian,23.99,healthy weight,mainten_weight
26,Female,184,81,Moderately Active,Omnivore,23.92,healthy weight,mainten_weight
46,Male,153,52,Extremely Active,Vegan,22.21,healthy weight,mainten_weight
54,Female,183,98,Sedentary,Vegan,29.26,overweight,loss_weight
22,Female,165,79,Extremely Active,Omnivore,29.02,overweight,loss_weight
26,Male,174,54,Lightly Active,Vegetarian,17.84,underweight,gain_weight
48,Female,193,57,Lightly Active,Vegetarian,15.3,underweight,gain_weight
56,Female,196,80,Sedentary,Vegetarian,20.82,healthy weight,mainten_weight
26,Female,185,64,Sedentary,Vegetarian,18.7,healthy weight,mainten_weight
50,Female,173,59,Extremely Active,Vegetarian,19.71,healthy weight,mainten_weight
33,Female,184,50,Sedentary,Vegetarian,14.77,underweight,gain_weight
26,Female,188,63,Sedentary,Vegetarian,17.82,underweight,gain_weight
69,Female,179,86,Lightly Active,Vegan,26.84,overweight,loss_weight
23,Female,195,60,Very Active,Vegan,15.78,underweight,gain_weight
50,Male,156,64,Very Active,Vegetarian,26.3,overweight,loss_weight
70,Male,170,80,Sedentary,Vegan,27.68,overweight,loss_weight
60,Male,161,69,Very Active,Omnivore,26.62,overweight,loss_weight
43,Female,197,85,Very Active,Omnivore,21.9,healthy weight,mainten_weight
25,Female,189,97,Lightly Active,Vegan,27.15,overweight,loss_weight
60,Male,174,77,Very Active,Vegan,25.43,overweight,loss_weight
56,Male,156,86,Sedentary,Vegan,35.34,obese,loss_weight
21,Male,157,54,Moderately Active,Omnivore,21.91,healthy weight,mainten_weight
67,Male,163,68,Sedentary,Vegetarian,25.59,overweight,loss_weight
48,Female,164,97,Sedentary,Vegan,36.06,obese,loss_weight
43,Male,182,100,Very Active,Vegetarian,30.19,obese,loss_weight
37,Female,182,63,Sedentary,Omnivore,19.02,healthy weight,mainten_weight
48,Female,157,93,Sedentary,Omnivore,37.73,obese,loss_weight
28,Female,187,61,Sedentary,Vegetarian,17.44,underweight,gain_weight
57,Male,150,71,Very Active,Vegetarian,31.56,obese,loss_weight
26,Male,157,83,Lightly Active,Omnivore,33.67,obese,loss_weight
56,Male,153,85,Extremely Active,Vegan,36.31,obese,loss_weight
63,Female,189,96,Moderately Active,Vegan,26.87,overweight,loss_weight
59,Male,152,79,Sedentary,Omnivore,34.19,obese,loss_weight
64,Male,175,87,Sedentary,Vegetarian,28.41,overweight,loss_weight
30,Female,163,97,Sedentary,Vegetarian,36.51,obese,loss_weight
32,Female,152,57,Very Active,Vegan,24.67,healthy weight,mainten_weight
41,Female,158,73,Lightly Active,Vegan,29.24,overweight,loss_weight
33,Female,169,67,Extremely Active,Vegan,23.46,healthy weight,mainten_weight
32,Female,173,51,Very Active,Omnivore,17.04,underweight,gain_weight
