user_id,age,gender,height,weight,activity_level,dietary_preference,BMI,obesity_level,goal,TDEE,daily_cals_goal,protein_g,carbs_g,fats_g
849,45,Female,174,53,Very Active,Omnivore,17.51,underweight,gain_muscle,2124.34,2624.34,185.88,238.99,47.21
850,37,Male,178,112,Moderately Active,Vegetarian,35.35,obese,loss_weight,3181.38,2681.38,318.14,238.6,106.05
851,75,Male,185,108,Lightly Active,Vegetarian,31.56,obese,loss_weight,2566.09,2066.09,256.61,192.46,85.54
852,63,Female,199,97,Moderately Active,Vegetarian,24.49,healthy weight,mainten_weight,2693.51,2693.51,202.01,269.35,89.78
853,41,Male,154,100,Moderately Active,Pescatarian,42.17,severely obese,loss_weight,2731.88,2231.88,273.19,204.89,91.06
854,23,Male,151,61,Lightly Active,Omnivore,26.75,overweight,loss_weight,1985.16,1485.16,198.52,148.89,66.17
855,20,Female,199,94,Lightly Active,Omnivore,23.74,healthy weight,mainten_weight,2643.78,2643.78,198.28,264.38,88.13
856,61,Male,184,70,Very Active,Pescatarian,20.68,healthy weight,mainten_weight,2673.75,2673.75,200.53,267.38,89.12
857,66,Male,188,53,Sedentary,Vegan,15.0,underweight,gain_muscle,1656.0,2156.0,144.9,186.3,36.8
858,38,Female,183,113,Very Active,Pescatarian,33.74,obese,loss_weight,3316.74,2816.74,331.67,248.76,110.56
859,47,Female,157,91,Moderately Active,Vegan,36.92,obese,loss_weight,2317.64,1817.6399999999999,231.76,173.82,77.25
860,50,Male,191,111,Moderately Active,Vegan,30.43,obese,loss_weight,3191.06,2691.06,319.11,239.33,106.37
861,57,Female,187,103,Moderately Active,Omnivore,29.45,overweight,loss_weight,2716.76,2216.76,271.68,203.76,90.56
862,53,Female,177,91,Moderately Active,Vegetarian,29.05,overweight,loss_weight,2464.89,1964.8899999999999,246.49,184.87,82.16
863,41,Female,185,78,Very Active,Pescatarian,22.79,healthy weight,mainten_weight,2708.68,2708.68,203.15,270.87,90.29
864,73,Male,186,62,Sedentary,Pescatarian,17.92,underweight,gain_muscle,1707.0,2207.0,149.36,192.04,37.93
865,53,Female,194,114,Moderately Active,Vegetarian,30.29,obese,loss_weight,2986.08,2486.08,298.61,223.96,99.54
866,37,Female,155,101,Lightly Active,Pescatarian,42.04,severely obese,loss_weight,2245.03,1745.0300000000002,224.5,168.38,74.83
867,63,Female,196,85,Lightly Active,Vegan,22.13,healthy weight,mainten_weight,2198.62,2198.62,164.9,219.86,73.29
868,58,Male,190,95,Sedentary,Pescatarian,26.32,overweight,loss_weight,2223.0,1723.0,222.3,166.72,74.1
869,23,Male,170,74,Lightly Active,Vegetarian,25.61,overweight,loss_weight,2327.19,1827.19,232.72,174.54,77.57
870,77,Male,152,57,Moderately Active,Vegan,24.67,healthy weight,mainten_weight,1767.0,1767.0,132.53,176.7,58.9
871,70,Female,191,99,Moderately Active,Vegan,27.14,overweight,loss_weight,2592.76,2092.76,259.28,194.46,86.43
872,49,Male,164,77,Lightly Active,Vegan,28.63,overweight,loss_weight,2138.12,1638.12,213.81,160.36,71.27
873,30,Female,176,118,Sedentary,Pescatarian,38.09,obese,loss_weight,2362.8,1862.8000000000002,236.28,177.21,78.76
874,59,Female,151,87,Lightly Active,Vegan,38.16,obese,loss_weight,1866.91,1366.91,186.69,140.02,62.23
875,66,Male,186,117,Moderately Active,Vegetarian,33.82,obese,loss_weight,3111.62,2611.62,311.16,233.37,103.72
876,63,Male,191,88,Sedentary,Vegetarian,24.12,healthy weight,mainten_weight,2116.5,2116.5,158.74,211.65,70.55
877,73,Male,151,75,Moderately Active,Pescatarian,32.89,obese,loss_weight,2067.31,1567.31,206.73,155.05,68.91
878,46,Female,152,99,Lightly Active,Omnivore,42.85,severely obese,loss_weight,2129.88,1629.88,212.99,159.74,71.0
879,76,Female,172,109,Moderately Active,Vegetarian,36.84,obese,loss_weight,2517.2,2017.1999999999998,251.72,188.79,83.91
880,58,Female,185,57,Sedentary,Omnivore,16.65,underweight,gain_muscle,1530.3,2030.3,133.9,172.16,34.01
881,29,Female,157,50,Sedentary,Omnivore,20.28,healthy weight,mainten_weight,1410.3,1410.3,105.77,141.03,47.01
882,52,Male,176,114,Lightly Active,Vegan,36.8,obese,loss_weight,2729.38,2229.38,272.94,204.7,90.98
883,68,Female,169,113,Lightly Active,Vegan,39.56,obese,loss_weight,2317.22,1817.2199999999998,231.72,173.79,77.24
884,54,Female,175,72,Lightly Active,Vegan,23.51,healthy weight,mainten_weight,1901.28,1901.28,142.6,190.13,63.38
885,18,Female,160,53,Moderately Active,Vegan,20.7,healthy weight,mainten_weight,1982.45,1982.45,148.68,198.25,66.08
886,49,Female,186,112,Moderately Active,Omnivore,32.37,obese,loss_weight,2908.58,2408.58,290.86,218.14,96.95
887,78,Male,193,58,Moderately Active,Vegetarian,15.57,underweight,gain_muscle,2171.94,2671.94,190.04,244.34,48.27
888,76,Male,154,111,Sedentary,Vegan,46.8,severely obese,loss_weight,2037.0,1537.0,203.7,152.78,67.9
889,18,Female,170,52,Very Active,Pescatarian,17.99,underweight,gain_muscle,2296.84,2796.84,200.97,258.39,51.04
890,73,Female,186,62,Moderately Active,Vegan,17.92,underweight,gain_muscle,1947.58,2447.58,170.41,219.1,43.28
891,73,Female,153,110,Very Active,Vegetarian,46.99,severely obese,loss_weight,2639.68,2139.68,263.97,197.98,87.99
892,21,Female,153,116,Very Active,Vegetarian,49.55,severely obese,loss_weight,3191.68,2691.68,319.17,239.38,106.39
893,50,Female,166,104,Moderately Active,Pescatarian,37.74,obese,loss_weight,2583.08,2083.08,258.31,193.73,86.1
894,25,Female,181,75,Very Active,Vegan,22.89,healthy weight,mainten_weight,2751.81,2751.81,206.39,275.18,91.73
895,60,Female,164,69,Lightly Active,Vegan,25.65,overweight,loss_weight,1724.25,1224.25,172.43,129.32,57.47
896,71,Female,153,107,Very Active,Pescatarian,45.71,severely obese,loss_weight,2605.18,2105.18,260.52,195.39,86.84
897,41,Male,159,108,Lightly Active,Pescatarian,42.72,severely obese,loss_weight,2576.41,2076.41,257.64,193.23,85.88
898,56,Male,192,81,Lightly Active,Pescatarian,21.97,healthy weight,mainten_weight,2385.62,2385.62,178.92,238.56,79.52
899,69,Female,193,69,Lightly Active,Omnivore,18.52,healthy weight,mainten_weight,1911.59,1911.59,143.37,191.16,63.72
900,54,Female,167,87,Moderately Active,Pescatarian,31.2,obese,loss_weight,2298.26,1798.2600000000002,229.83,172.37,76.61
901,46,Male,192,75,Very Active,Pescatarian,20.35,healthy weight,mainten_weight,2975.62,2975.62,223.17,297.56,99.19
902,19,Male,160,119,Moderately Active,Pescatarian,46.48,severely obese,loss_weight,3255.0,2755.0,325.5,244.12,108.5
903,33,Female,158,84,Lightly Active,Vegan,33.65,obese,loss_weight,2064.56,1564.56,206.46,154.84,68.82
904,39,Female,163,52,Sedentary,Vegan,19.57,healthy weight,mainten_weight,1419.3,1419.3,106.45,141.93,47.31
905,53,Male,174,67,Sedentary,Vegetarian,22.13,healthy weight,mainten_weight,1797.0,1797.0,134.78,179.7,59.9
906,30,Male,172,115,Lightly Active,Vegetarian,38.87,obese,loss_weight,2860.0,2360.0,286.0,214.5,95.33
907,37,Female,155,90,Moderately Active,Omnivore,37.46,obese,loss_weight,2360.26,1860.2600000000002,236.03,177.02,78.68
908,32,Male,196,57,Sedentary,Omnivore,14.84,underweight,gain_muscle,1968.0,2468.0,172.2,221.4,43.73
909,64,Female,162,118,Lightly Active,Vegan,44.96,severely obese,loss_weight,2353.31,1853.31,235.33,176.5,78.44
910,26,Female,157,96,Moderately Active,Vegetarian,38.95,obese,loss_weight,2557.89,2057.89,255.79,191.84,85.26
911,64,Male,185,62,Moderately Active,Omnivore,18.12,underweight,gain_muscle,2264.94,2764.94,198.18,254.81,50.33
912,42,Female,167,99,Very Active,Omnivore,35.5,obese,loss_weight,2868.24,2368.24,286.82,215.12,95.61
913,44,Male,182,57,Moderately Active,Pescatarian,17.21,underweight,gain_muscle,2313.38,2813.38,202.42,260.26,51.41
914,68,Male,188,83,Moderately Active,Omnivore,23.48,healthy weight,mainten_weight,2588.5,2588.5,194.14,258.85,86.28
915,34,Male,190,106,Sedentary,Vegetarian,29.36,overweight,loss_weight,2499.0,1999.0,249.9,187.42,83.3
916,41,Female,161,51,Very Active,Vegetarian,19.68,healthy weight,mainten_weight,1984.18,1984.18,148.81,198.42,66.14
917,48,Female,195,82,Lightly Active,Vegan,21.56,healthy weight,mainten_weight,2251.91,2251.91,168.89,225.19,75.06
918,58,Female,183,97,Lightly Active,Vegetarian,28.96,overweight,loss_weight,2286.28,1786.2800000000002,228.63,171.47,76.21
919,20,Female,162,74,Lightly Active,Omnivore,28.2,overweight,loss_weight,2050.81,1550.81,205.08,153.81,68.36
920,28,Female,157,53,Moderately Active,Vegan,21.5,healthy weight,mainten_weight,1875.89,1875.89,140.69,187.59,62.53
921,21,Male,178,117,Moderately Active,Vegetarian,36.93,obese,loss_weight,3382.88,2882.88,338.29,253.72,112.76
922,41,Female,169,60,Sedentary,Vegan,21.01,healthy weight,mainten_weight,1548.3,1548.3,116.12,154.83,51.61
923,39,Male,175,50,Lightly Active,Vegetarian,16.33,underweight,gain_muscle,1930.16,2430.16,168.89,217.14,42.89
924,65,Female,185,88,Moderately Active,Pescatarian,25.71,overweight,loss_weight,2402.89,1902.8899999999999,240.29,180.22,80.1
925,68,Female,196,108,Sedentary,Pescatarian,28.11,overweight,loss_weight,2164.8,1664.8000000000002,216.48,162.36,72.16
926,61,Female,160,83,Moderately Active,Vegetarian,32.42,obese,loss_weight,2114.2,1614.1999999999998,211.42,158.56,70.47
927,64,Male,193,105,Moderately Active,Vegetarian,28.19,overweight,loss_weight,3008.94,2508.94,300.89,225.67,100.3
928,34,Female,182,115,Lightly Active,Vegan,34.72,obese,loss_weight,2690.19,2190.19,269.02,201.76,89.67
929,49,Male,167,56,Lightly Active,Vegetarian,20.08,healthy weight,mainten_weight,1875.16,1875.16,140.64,187.52,62.51
930,57,Female,152,50,Lightly Active,Omnivore,21.64,healthy weight,mainten_weight,1380.5,1380.5,103.54,138.05,46.02
931,71,Female,169,104,Sedentary,Omnivore,36.41,obese,loss_weight,1896.3,1396.3,189.63,142.22,63.21
932,58,Male,154,111,Sedentary,Omnivore,46.8,severely obese,loss_weight,2145.0,1645.0,214.5,160.88,71.5
933,40,Female,164,68,Moderately Active,Omnivore,25.28,overweight,loss_weight,2083.2,1583.1999999999998,208.32,156.24,69.44
934,26,Female,156,55,Lightly Active,Omnivore,22.6,healthy weight,mainten_weight,1696.75,1696.75,127.26,169.68,56.56
935,42,Male,158,100,Very Active,Pescatarian,40.06,severely obese,loss_weight,3074.81,2574.81,307.48,230.61,102.49
936,43,Female,158,74,Sedentary,Omnivore,29.64,overweight,loss_weight,1621.8,1121.8,162.18,121.63,54.06
937,27,Female,191,66,Moderately Active,Vegetarian,18.09,underweight,gain_muscle,2414.51,2914.51,211.27,271.63,53.66
938,41,Male,196,82,Lightly Active,Vegan,21.35,healthy weight,mainten_weight,2536.88,2536.88,190.27,253.69,84.56
939,71,Female,199,50,Very Active,Vegetarian,12.63,underweight,gain_muscle,2117.87,2617.87,185.31,238.26,47.06
940,78,Female,168,77,Very Active,Vegan,27.28,overweight,loss_weight,2189.03,1689.0300000000002,218.9,164.18,72.97
941,56,Female,186,67,Very Active,Vegan,19.37,healthy weight,mainten_weight,2400.34,2400.34,180.03,240.03,80.01
942,71,Male,168,103,Lightly Active,Vegetarian,36.49,obese,loss_weight,2378.75,1878.75,237.88,178.41,79.29
943,35,Female,176,56,Sedentary,Vegan,18.08,underweight,gain_muscle,1588.8,2088.8,139.02,178.74,35.31
944,39,Male,172,54,Moderately Active,Vegetarian,18.25,underweight,gain_muscle,2208.75,2708.75,193.27,248.48,49.08
945,25,Male,194,77,Moderately Active,Vegan,20.46,healthy weight,mainten_weight,2886.88,2886.88,216.52,288.69,96.23
946,40,Male,190,76,Very Active,Vegan,21.05,healthy weight,mainten_weight,3023.06,3023.06,226.73,302.31,100.77
947,46,Male,190,62,Sedentary,Pescatarian,17.17,underweight,gain_muscle,1899.0,2399.0,166.16,213.64,42.2
948,75,Male,174,50,Moderately Active,Omnivore,16.51,underweight,gain_muscle,1887.12,2387.12,165.12,212.3,41.94
949,23,Female,160,50,Very Active,Vegan,19.53,healthy weight,mainten_weight,2111.4,2111.4,158.35,211.14,70.38
950,55,Female,150,67,Sedentary,Omnivore,29.78,overweight,loss_weight,1405.8,905.8,140.58,105.43,46.86
951,41,Female,159,112,Sedentary,Vegetarian,44.3,severely obese,loss_weight,2097.3,1597.3000000000002,209.73,157.3,69.91
952,63,Female,176,90,Sedentary,Pescatarian,29.05,overweight,loss_weight,1828.8,1328.8,182.88,137.16,60.96
953,42,Female,156,60,Moderately Active,Pescatarian,24.65,healthy weight,mainten_weight,1866.2,1866.2,139.97,186.62,62.21
954,55,Female,171,71,Sedentary,Omnivore,24.28,healthy weight,mainten_weight,1611.3,1611.3,120.85,161.13,53.71
955,55,Female,197,85,Lightly Active,Vegan,21.9,healthy weight,mainten_weight,2262.22,2262.22,169.67,226.22,75.41
956,39,Female,153,80,Lightly Active,Vegan,34.17,obese,loss_weight,1925.34,1425.34,192.53,144.4,64.18
957,34,Male,170,92,Lightly Active,Vegetarian,31.83,obese,loss_weight,2499.06,1999.06,249.91,187.43,83.3
958,64,Male,186,57,Sedentary,Pescatarian,16.48,underweight,gain_muscle,1701.0,2201.0,148.84,191.36,37.8
959,55,Female,197,87,Lightly Active,Vegan,22.42,healthy weight,mainten_weight,2289.72,2289.72,171.73,228.97,76.32
960,36,Female,153,57,Moderately Active,Pescatarian,24.35,healthy weight,mainten_weight,1837.14,1837.14,137.79,183.71,61.24
961,47,Male,161,103,Moderately Active,Pescatarian,39.74,obese,loss_weight,2799.69,2299.69,279.97,209.98,93.32
962,21,Female,185,69,Lightly Active,Vegan,20.16,healthy weight,mainten_weight,2172.84,2172.84,162.96,217.28,72.43
963,71,Male,158,66,Lightly Active,Vegetarian,26.44,overweight,loss_weight,1784.06,1284.06,178.41,133.8,59.47
964,56,Female,173,119,Sedentary,Omnivore,39.76,obese,loss_weight,2196.3,1696.3000000000002,219.63,164.72,73.21
965,33,Male,188,92,Lightly Active,Pescatarian,26.03,overweight,loss_weight,2660.62,2160.62,266.06,199.55,88.69
966,71,Female,154,69,Moderately Active,Pescatarian,29.09,overweight,loss_weight,1761.58,1261.58,176.16,132.12,58.72
967,62,Male,161,112,Sedentary,Omnivore,43.21,severely obese,loss_weight,2185.5,1685.5,218.55,163.91,72.85
968,29,Female,180,93,Very Active,Vegan,28.7,overweight,loss_weight,3017.03,2517.03,301.7,226.28,100.57
969,27,Female,157,75,Sedentary,Vegan,30.43,obese,loss_weight,1722.3,1222.3,172.23,129.17,57.41
970,37,Male,170,50,Lightly Active,Vegan,17.3,underweight,gain_muscle,1900.94,2400.94,166.33,213.86,42.24
971,41,Male,165,70,Moderately Active,Vegan,25.71,overweight,loss_weight,2373.44,1873.44,237.34,178.01,79.11
972,31,Female,199,53,Lightly Active,Vegetarian,13.38,underweight,gain_muscle,2004.41,2504.41,175.39,225.5,44.54
973,37,Male,189,119,Lightly Active,Omnivore,33.31,obese,loss_weight,3012.97,2512.97,301.3,225.97,100.43
974,62,Female,189,77,Very Active,Pescatarian,21.56,healthy weight,mainten_weight,2553.43,2553.43,191.51,255.34,85.11
975,59,Male,179,59,Sedentary,Pescatarian,18.41,underweight,gain_muscle,1702.5,2202.5,148.97,191.53,37.83
976,21,Male,188,77,Very Active,Omnivore,21.79,healthy weight,mainten_weight,3182.62,3182.62,238.7,318.26,106.09
977,55,Male,196,51,Moderately Active,Vegan,13.28,underweight,gain_muscle,2270.75,2770.75,198.69,255.46,50.46
978,25,Male,150,53,Very Active,Vegan,23.56,healthy weight,mainten_weight,2324.44,2324.44,174.33,232.44,77.48
979,36,Female,177,66,Moderately Active,Omnivore,21.07,healthy weight,mainten_weight,2209.14,2209.14,165.69,220.91,73.64
980,61,Female,169,67,Sedentary,Pescatarian,23.46,healthy weight,mainten_weight,1512.3,1512.3,113.42,151.23,50.41
981,57,Male,170,97,Sedentary,Vegan,33.56,obese,loss_weight,2103.0,1603.0,210.3,157.72,70.1
982,75,Male,197,112,Moderately Active,Omnivore,28.86,overweight,loss_weight,3070.94,2570.94,307.09,230.32,102.36
983,43,Male,176,91,Sedentary,Vegan,29.38,overweight,loss_weight,2160.0,1660.0,216.0,162.0,72.0
984,50,Female,193,115,Sedentary,Pescatarian,30.87,obese,loss_weight,2334.3,1834.3000000000002,233.43,175.07,77.81
985,23,Male,187,68,Moderately Active,Pescatarian,19.45,healthy weight,mainten_weight,2695.06,2695.06,202.13,269.51,89.84
986,73,Male,189,72,Sedentary,Vegan,20.16,healthy weight,mainten_weight,1849.5,1849.5,138.71,184.95,61.65
987,73,Female,157,82,Lightly Active,Pescatarian,33.27,obese,loss_weight,1753.47,1253.47,175.35,131.51,58.45
988,31,Male,168,96,Moderately Active,Vegan,34.01,obese,loss_weight,2883.0,2383.0,288.3,216.22,96.1
989,73,Male,177,100,Lightly Active,Vegetarian,31.92,obese,loss_weight,2401.09,1901.0900000000001,240.11,180.08,80.04
990,63,Male,182,84,Very Active,Vegetarian,25.36,overweight,loss_weight,2876.44,2376.44,287.64,215.73,95.88
991,39,Male,179,54,Very Active,Vegan,16.85,underweight,gain_muscle,2533.59,3033.59,221.69,285.03,56.3
992,65,Male,175,91,Sedentary,Vegan,29.71,overweight,loss_weight,2020.5,1520.5,202.05,151.54,67.35
993,23,Female,183,101,Very Active,Omnivore,30.16,obese,loss_weight,3239.12,2739.12,323.91,242.93,107.97
994,34,Female,190,57,Very Active,Omnivore,15.79,underweight,gain_muscle,2460.71,2960.71,215.31,276.83,54.68
995,70,Female,169,79,Sedentary,Omnivore,27.66,overweight,loss_weight,1602.3,1102.3,160.23,120.17,53.41
996,41,Female,159,108,Lightly Active,Vegetarian,42.72,severely obese,loss_weight,2348.16,1848.1599999999999,234.82,176.11,78.27
997,46,Male,164,106,Lightly Active,Vegan,39.41,obese,loss_weight,2557.5,2057.5,255.75,191.81,85.25
998,73,Female,177,93,Moderately Active,Pescatarian,29.68,overweight,loss_weight,2340.89,1840.8899999999999,234.09,175.57,78.03
999,27,Female,172,52,Very Active,Vegan,17.58,underweight,gain_muscle,2240.78,2740.78,196.07,252.09,49.8
1000,55,Male,160,85,Extremely Active,Omnivore,33.2,obese,loss_weight,3002.0,2502.0,300.2,225.15,100.07
1001,19,Female,152,79,Lightly Active,Omnivore,34.19,obese,loss_weight,2040.5,1540.5,204.05,153.04,68.02
1002,31,Female,184,92,Very Active,Vegan,27.17,overweight,loss_weight,3025.65,2525.65,302.56,226.92,100.86
1003,69,Female,151,60,Sedentary,Vegan,26.31,overweight,loss_weight,1245.3,745.3,124.53,93.4,41.51
1004,39,Male,176,53,Extremely Active,Omnivore,17.11,underweight,gain_muscle,2736.0,3236.0,239.4,307.8,60.8
1005,26,Female,151,97,Moderately Active,Omnivore,42.54,severely obese,loss_weight,2515.26,2015.2600000000002,251.53,188.64,83.84
1006,23,Female,161,61,Extremely Active,Vegan,23.53,healthy weight,mainten_weight,2546.47,2546.47,190.99,254.65,84.88
1007,42,Female,169,93,Lightly Active,Omnivore,32.56,obese,loss_weight,2220.97,1720.9699999999998,222.1,166.57,74.03
1008,61,Male,170,64,Extremely Active,Omnivore,22.15,healthy weight,mainten_weight,2664.75,2664.75,199.86,266.48,88.82
1009,41,Male,152,54,Moderately Active,Omnivore,23.37,healthy weight,mainten_weight,1999.5,1999.5,149.96,199.95,66.65
1010,32,Male,170,94,Sedentary,Vegan,32.53,obese,loss_weight,2217.0,1717.0,221.7,166.28,73.9
1011,28,Female,188,65,Sedentary,Vegetarian,18.39,underweight,gain_muscle,1828.8,2328.8,160.02,205.74,40.64
1012,30,Male,164,59,Lightly Active,Omnivore,21.94,healthy weight,mainten_weight,2021.25,2021.25,151.59,202.12,67.38
1013,65,Female,177,83,Moderately Active,Vegan,26.49,overweight,loss_weight,2247.89,1747.8899999999999,224.79,168.59,74.93
1014,49,Male,163,60,Lightly Active,Vegetarian,22.58,healthy weight,mainten_weight,1895.78,1895.78,142.18,189.58,63.19
1015,69,Female,193,96,Extremely Active,Vegan,25.77,overweight,loss_weight,3154.47,2654.47,315.45,236.59,105.15
1016,21,Male,188,79,Extremely Active,Omnivore,22.35,healthy weight,mainten_weight,3543.5,3543.5,265.76,354.35,118.12
1017,60,Female,160,53,Very Active,Omnivore,20.7,healthy weight,mainten_weight,1844.03,1844.03,138.3,184.4,61.47
1018,30,Female,160,96,Extremely Active,Vegan,37.5,obese,loss_weight,3133.1,2633.1,313.31,234.98,104.44
1019,27,Male,183,83,Moderately Active,Vegetarian,24.78,healthy weight,mainten_weight,2857.81,2857.81,214.34,285.78,95.26
1020,70,Male,191,92,Moderately Active,Omnivore,25.22,overweight,loss_weight,2741.56,2241.56,274.16,205.62,91.39
1021,56,Male,175,94,Sedentary,Omnivore,30.69,obese,loss_weight,2110.5,1610.5,211.05,158.29,70.35
1022,58,Female,159,85,Extremely Active,Omnivore,33.62,obese,loss_weight,2646.22,2146.22,264.62,198.47,88.21
1023,63,Male,180,64,Sedentary,Vegan,19.75,healthy weight,mainten_weight,1746.0,1746.0,130.95,174.6,58.2
1024,33,Female,198,92,Very Active,Vegan,23.47,healthy weight,mainten_weight,3159.34,3159.34,236.95,315.93,105.31
1025,59,Male,160,86,Lightly Active,Vegetarian,33.59,obese,loss_weight,2158.75,1658.75,215.88,161.91,71.96
1026,36,Female,157,95,Sedentary,Vegan,38.54,obese,loss_weight,1908.3,1408.3,190.83,143.12,63.61
1027,49,Female,150,56,Extremely Active,Omnivore,24.89,healthy weight,mainten_weight,2073.85,2073.85,155.54,207.38,69.13
1028,19,Female,193,85,Very Active,Vegan,22.82,healthy weight,mainten_weight,3105.43,3105.43,232.91,310.54,103.51
1029,45,Male,188,63,Moderately Active,Vegan,17.82,underweight,gain_muscle,2456.75,2956.75,214.97,276.38,54.59
1030,49,Female,152,61,Lightly Active,Vegan,26.4,overweight,loss_weight,1586.75,1086.75,158.68,119.01,52.89
1031,45,Female,152,75,Very Active,Vegan,32.46,obese,loss_weight,2266.65,1766.65,226.67,170.0,75.56
1032,45,Female,154,73,Lightly Active,Vegan,30.78,obese,loss_weight,1796.44,1296.44,179.64,134.73,59.88
1033,38,Female,186,90,Extremely Active,Vegan,26.01,overweight,loss_weight,3251.85,2751.85,325.19,243.89,108.39
1034,49,Female,197,65,Sedentary,Omnivore,16.75,underweight,gain_muscle,1770.3,2270.3,154.9,199.16,39.34
1035,57,Male,153,81,Very Active,Omnivore,34.6,obese,loss_weight,2563.78,2063.78,256.38,192.28,85.46
1036,28,Male,199,97,Moderately Active,Omnivore,24.49,healthy weight,mainten_weight,3222.06,3222.06,241.65,322.21,107.4
1037,42,Female,181,97,Very Active,Vegetarian,29.61,overweight,loss_weight,2984.68,2484.68,298.47,223.85,99.49
1038,19,Female,190,67,Moderately Active,Omnivore,18.56,healthy weight,mainten_weight,2482.33,2482.33,186.17,248.23,82.74
1039,56,Male,154,74,Very Active,Vegan,31.2,obese,loss_weight,2462.44,1962.44,246.24,184.68,82.08
1040,39,Female,174,89,Extremely Active,Vegan,29.4,overweight,loss_weight,3080.85,2580.85,308.09,231.06,102.69
1041,19,Female,189,57,Moderately Active,Vegan,15.96,underweight,gain_muscle,2317.64,2817.64,202.79,260.73,51.5
1042,49,Female,168,82,Sedentary,Vegan,29.05,overweight,loss_weight,1756.8,1256.8,175.68,131.76,58.56
1043,28,Female,170,58,Lightly Active,Omnivore,20.07,healthy weight,mainten_weight,1844.56,1844.56,138.34,184.46,61.49
1044,25,Female,198,76,Moderately Active,Vegetarian,19.39,healthy weight,mainten_weight,2652.83,2652.83,198.96,265.28,88.43
1045,49,Female,192,60,Very Active,Vegan,16.28,underweight,gain_muscle,2404.65,2904.65,210.41,270.52,53.44
1046,27,Female,151,62,Extremely Active,Vegan,27.19,overweight,loss_weight,2408.72,1908.7199999999998,240.87,180.65,80.29
1047,31,Female,191,90,Very Active,Vegetarian,24.67,healthy weight,mainten_weight,3066.62,3066.62,230.0,306.66,102.22
1048,34,Male,192,50,Extremely Active,Vegan,13.56,underweight,gain_muscle,2916.5,3416.5,255.19,328.11,64.81
1049,46,Male,178,97,Extremely Active,Vegetarian,30.61,obese,loss_weight,3529.25,3029.25,352.93,264.69,117.64
1050,43,Male,150,81,Very Active,Vegetarian,36.0,obese,loss_weight,2652.19,2152.19,265.22,198.91,88.41
1051,51,Male,186,63,Lightly Active,Omnivore,18.21,underweight,gain_muscle,2120.94,2620.94,185.58,238.61,47.13
1052,42,Female,169,86,Very Active,Vegan,30.11,obese,loss_weight,2665.56,2165.56,266.56,199.92,88.85
1053,34,Female,188,68,Extremely Active,Vegan,19.24,healthy weight,mainten_weight,2895.6,2895.6,217.17,289.56,96.52
1054,30,Male,150,86,Very Active,Vegan,38.22,obese,loss_weight,2850.56,2350.56,285.06,213.79,95.02
1055,39,Female,169,91,Extremely Active,Omnivore,31.86,obese,loss_weight,3059.47,2559.47,305.95,229.46,101.98
1056,62,Female,162,72,Very Active,Vegan,27.43,overweight,loss_weight,2176.09,1676.0900000000001,217.61,163.21,72.54
1057,61,Female,171,81,Sedentary,Vegetarian,27.7,overweight,loss_weight,1695.3,1195.3,169.53,127.15,56.51
1058,65,Female,200,74,Moderately Active,Vegetarian,18.5,healthy weight,mainten_weight,2331.2,2331.2,174.84,233.12,77.71
1059,19,Female,170,71,Very Active,Vegetarian,24.57,healthy weight,mainten_weight,2615.96,2615.96,196.2,261.6,87.2
1060,34,Female,168,97,Sedentary,Omnivore,34.37,obese,loss_weight,2026.8,1526.8,202.68,152.01,67.56
1061,61,Female,178,82,Lightly Active,Vegan,25.88,overweight,loss_weight,2016.44,1516.44,201.64,151.23,67.21
1062,19,Male,181,57,Sedentary,Omnivore,17.4,underweight,gain_muscle,1933.5,2433.5,169.18,217.52,42.97
1063,57,Female,186,67,Very Active,Vegan,19.37,healthy weight,mainten_weight,2391.71,2391.71,179.38,239.17,79.72
1064,63,Female,197,63,Extremely Active,Vegan,16.23,underweight,gain_muscle,2631.97,3131.97,230.3,296.1,58.49
1065,21,Female,189,67,Extremely Active,Omnivore,18.76,healthy weight,mainten_weight,3011.97,3011.97,225.9,301.2,100.4
1066,43,Male,180,71,Extremely Active,Vegan,21.91,healthy weight,mainten_weight,3087.5,3087.5,231.56,308.75,102.92
1067,34,Male,195,98,Extremely Active,Omnivore,25.77,overweight,loss_weight,3864.12,3364.12,386.41,289.81,128.8
1068,56,Female,170,88,Lightly Active,Omnivore,30.45,obese,loss_weight,2064.56,1564.56,206.46,154.84,68.82
1069,63,Male,156,70,Moderately Active,Vegetarian,28.76,overweight,loss_weight,2115.75,1615.75,211.58,158.68,70.53
1070,36,Male,158,99,Sedentary,Vegetarian,39.66,obese,loss_weight,2163.0,1663.0,216.3,162.22,72.1
1071,53,Female,156,96,Lightly Active,Vegetarian,39.45,obese,loss_weight,2074.88,1574.88,207.49,155.62,69.16
1072,38,Male,192,85,Lightly Active,Omnivore,23.06,healthy weight,mainten_weight,2564.38,2564.38,192.33,256.44,85.48
1073,23,Female,184,74,Moderately Active,Vegan,21.86,healthy weight,mainten_weight,2501.7,2501.7,187.63,250.17,83.39
1074,49,Female,160,77,Lightly Active,Omnivore,30.08,obese,loss_weight,1875.5,1375.5,187.55,140.66,62.52
1075,68,Male,152,53,Sedentary,Omnivore,22.94,healthy weight,mainten_weight,1374.0,1374.0,103.05,137.4,45.8
1076,31,Female,172,78,Lightly Active,Vegan,26.37,overweight,loss_weight,2116.12,1616.12,211.61,158.71,70.54
